time,D1,D2,D3,D4,E1,E2,E3,E4,F1,F2,F3,F4
0,1.0678999423980713,0.9736999869346619,1.0642999410629272,0.9656999707221985,1.0628000497817993,0.9114000201225281,1.0753999948501587,0.9513000249862671,1.059499979019165,0.9430999755859375,1.0508999824523926,0.930899977684021
1,1.0556999444961548,0.9535999894142151,1.0521999597549438,0.941100001335144,1.0539000034332275,0.8862000107765198,1.065999984741211,0.9261000156402588,1.0479999780654907,0.920799970626831,1.042099952697754,0.9065999984741211
2.0016666666666665,1.0468000173568726,0.9369000196456909,1.0460000038146973,0.9214000105857849,1.044100046157837,0.8648999929428101,1.0569000244140625,0.9075000286102295,1.0390000343322754,0.9017999768257141,1.0333000421524048,0.887499988079071
3.0016666666666665,1.0413000583648682,0.9196000099182129,1.0378999710083008,0.9031000137329102,1.0360000133514404,0.8458999991416931,1.049299955368042,0.88919997215271,1.0313999652862549,0.8824999928474426,1.0216000080108643,0.8691999912261963
4.001666666666667,1.0355000495910645,0.8985999822616577,1.030900001525879,0.8866999745368958,1.0293999910354614,0.8264999985694885,1.0433000326156616,0.8730999827384949,1.0255000591278076,0.8607000112533569,1.013100028038025,0.8518999814987183
5.001666666666667,1.0307999849319458,0.8817999958992004,1.0255999565124512,0.8705999851226807,1.0235999822616577,0.8083000183105469,1.037500023841858,0.8579999804496765,1.0202000141143799,0.8411999940872192,1.006600022315979,0.8356999754905701
6.001666666666667,1.0247999429702759,0.8651000261306763,1.021299958229065,0.8560000061988831,1.0175000429153442,0.7894999980926514,1.0322999954223633,0.8442000150680542,1.013700008392334,0.8230000138282776,1.0013999938964844,0.8197000026702881
7.001666666666667,1.0214999914169312,0.8492000102996826,1.0195000171661377,0.84170001745224,1.0130000114440918,0.7718999981880188,1.0281000137329102,0.8276000022888184,1.0111000537872314,0.8062999844551086,1.0017999410629272,0.8050000071525574
8.001666666666667,1.0176000595092773,0.8327999711036682,1.0161999464035034,0.8263999819755554,1.009600043296814,0.7531999945640564,1.024399995803833,0.8138999938964844,1.0068000555038452,0.7875000238418579,1.0006999969482422,0.789900004863739
9.001666666666667,1.013100028038025,0.8167999982833862,1.0148999691009521,0.8129000067710876,1.0056999921798706,0.7337999939918518,1.0204999446868896,0.7990000247955322,1.003100037574768,0.7702999711036682,1.0017999410629272,0.7764999866485596
10.001666666666667,1.0111000537872314,0.792900025844574,1.0130000114440918,0.7978000044822693,1.003000020980835,0.713699996471405,1.0168999433517456,0.784600019454956,1.0016000270843506,0.7526999711990356,1.0009000301361084,0.7612000107765198
11.001666666666667,1.0054999589920044,0.7778000235557556,1.0121999979019165,0.7836999893188477,0.9983999729156494,0.6948999762535095,1.0151000022888184,0.7706999778747559,0.9995999932289124,0.7343999743461609,1.0042999982833862,0.7472000122070312
12.001666666666667,1.0044000148773193,0.761900007724762,1.0123000144958496,0.7710000276565552,0.9965000152587891,0.6789000034332275,1.0117000341415405,0.7572000026702881,0.9969000220298767,0.7174000144004822,1.0032999515533447,0.733299970626831
13.001666666666667,1.000599980354309,0.7451000213623047,1.0120999813079834,0.7578999996185303,0.9932000041007996,0.6589000225067139,1.0098999738693237,0.7432000041007996,0.9947999715805054,0.6995000243186951,0.9994999766349792,0.7190999984741211
14.001666666666667,0.9965999722480774,0.7290999889373779,1.0121999979019165,0.744700014591217,0.9891999959945679,0.6396999955177307,1.0077999830245972,0.7294999957084656,0.9919999837875366,0.6815999746322632,1.0048999786376953,0.707099974155426
15.001666666666667,0.9944000244140625,0.713100016117096,1.011299967765808,0.7319999933242798,0.9871000051498413,0.6223999857902527,1.007099986076355,0.71670001745224,0.9909999966621399,0.6643999814987183,1.0026999711990356,0.6934999823570251
16.00166666666667,0.9923999905586243,0.6969000101089478,1.0104000568389893,0.7200999855995178,0.9846000075340271,0.603600025177002,1.0053999423980713,0.7042999863624573,0.9891999959945679,0.6474999785423279,1.0009000301361084,0.6796000003814697
17.003333333333334,0.9883999824523926,0.6811000108718872,1.0108000040054321,0.7081000208854675,0.9824000000953674,0.5859000086784363,1.0032999515533447,0.6927000284194946,0.9873999953269958,0.6294999718666077,1.0053000450134277,0.6686999797821045
18.003333333333334,0.9878000020980835,0.6657999753952026,1.0084999799728394,0.6965000033378601,0.98089998960495,0.5699999928474426,1.0017000436782837,0.6812999844551086,0.986299991607666,0.613099992275238,0.9995999932289124,0.6586999893188477
19.003333333333334,0.9848999977111816,0.6496000289916992,1.0085999965667725,0.6852999925613403,0.9781000018119812,0.5519999861717224,0.9998000264167786,0.6693000197410583,0.9853000044822693,0.59579998254776,0.9976000189781189,0.6434000134468079
20.003333333333334,0.9814000129699707,0.6345999836921692,1.0092999935150146,0.6740999817848206,0.9751999974250793,0.5353999733924866,0.9969000220298767,0.6596999764442444,0.9824000000953674,0.5788000226020813,0.9965000152587891,0.635699987411499
21.003333333333334,0.980400025844574,0.6187999844551086,1.0061999559402466,0.6636000275611877,0.974399983882904,0.5185999870300293,0.9976999759674072,0.6481999754905701,0.9811999797821045,0.5623999834060669,0.9919999837875366,0.6244999766349792
